Name	Kind	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	Stuff1Detail	Stuff1Particular	Stuff2Detail	Stuff2Particular	UnLockInterval
Ngũ Hành Ấn	Ngũ Hành Ấn_Minh Giáo 	1	1	16	11	1	\image\item\equip\yinjian\wuxingyin_s.spr	\image\item\equip\yinjian\wuxingyin.spr	18			2	1	100			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0																																																									5	60	6	11																																																													
Ngũ Hành Ấn	Ngũ Hành Ấn_Đại Lý Đoàn Thị	1	1	16	12	1	\image\item\equip\yinjian\wuxingyin_s.spr	\image\item\equip\yinjian\wuxingyin.spr	18			3	1	100			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0																																																									5	60	6	12																																																													
Lôi Đình Ấn	Lôi Đình Ấn_Tối đa 1500	1	1	16	29	10	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18			0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0																																																									5	60																																																																1500
Lôi Đình Ấn-Bồi Nhung	Lôi Đình Ấn	1	1	16	30	10	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	<color=white>Phẩm Bậc Trắng (Cấp 1/25): Bồi Nhung Phó Úy<color>		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	skilldamageptrim	3	3	-1	-1			skillselfdamagetrim	3	3	-1	-1																																													5	60																																																															
Lôi Đình Ấn-Triều Nghĩa	Lôi Đình Ấn	1	1	16	31	10	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	<color=white>Phẩm Bậc Trắng (Cấp 2/25): Triều Nghĩa Phó Úy<color>		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	skilldamageptrim	7	7	-1	-1			skillselfdamagetrim	7	7	-1	-1																																													5	60																																																															
Lôi Đình Ấn-Nhân Dũng	Lôi Đình Ấn	1	1	16	32	10	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	<color=white>Phẩm Bậc Trắng (Cấp 3/25): Nhân Dũng Phó Úy<color>		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	skilldamageptrim	12	12	-1	-1			skillselfdamagetrim	12	12	-1	-1																																													5	60																																																															
Lôi Đình Ấn-Tư Trí	Lôi Đình Ấn	1	1	16	33	10	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	<color=white>Phẩm Bậc Trắng (Cấp 4/25): Tư Trí Phó Úy<color>		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	skilldamageptrim	14	14	-1	-1			skillselfdamagetrim	14	14	-1	-1																																													5	60																																																															
Lôi Đình Ấn-Ngự Võ	Lôi Đình Ấn	1	1	16	34	10	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	<color=white>Phẩm Bậc Trắng (Cấp 5/25): Ngự Võ Phó Úy<color>		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	skilldamageptrim	16	16	-1	-1			skillselfdamagetrim	16	16	-1	-1																																													5	60																																																															
Lôi Đình Ấn-Tuyên Tiết	Lôi Đình Ấn	1	1	16	35	10	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	<color=green>Phẩm Bậc Lục (Cấp 6/25): Tuyên Tiết Hiệu Úy<color>		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	skilldamageptrim	18	18	-1	-1			skillselfdamagetrim	18	18	-1	-1			deadlystrikeenhance_r	288	288	-1	-1			deadlystrikedamageenhance_p	36	36	-1	-1																															5	60																																																															
Lôi Đình Ấn-Dực Huy	Lôi Đình Ấn	1	1	16	36	10	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	<color=green>Phẩm Bậc Lục (Cấp 7/25): Dực Huy Hiệu Úy<color>		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	skilldamageptrim	19	19	-1	-1			skillselfdamagetrim	19	19	-1	-1			deadlystrikeenhance_r	316	316	-1	-1			deadlystrikedamageenhance_p	39	39	-1	-1																															5	60																																																															
Lôi Đình Ấn-Trí Quả	Lôi Đình Ấn	1	1	16	37	10	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	<color=green>Phẩm Bậc Lục (Cấp 8/25): Trí Quả Hiệu Úy<color>		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	skilldamageptrim	21	21	-1	-1			skillselfdamagetrim	21	21	-1	-1			deadlystrikeenhance_r	345	345	-1	-1			deadlystrikedamageenhance_p	43	43	-1	-1																															5	60																																																															
Lôi Đình Ấn-Chấn Uy	Lôi Đình Ấn	1	1	16	38	10	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	<color=green>Phẩm Bậc Lục (Cấp 9/25): Chấn Uy Hiệu Úy<color>		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	skilldamageptrim	23	23	-1	-1			skillselfdamagetrim	23	23	-1	-1			deadlystrikeenhance_r	374	374	-1	-1			deadlystrikedamageenhance_p	46	46	-1	-1																															5	60																																																															
Lôi Đình Ấn-Chiêu Võ	Lôi Đình Ấn	1	1	16	39	10	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	<color=green>Phẩm Bậc Lục (Cấp 10/25): Chiêu Võ Hiệu Úy<color>		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	skilldamageptrim	25	25	-1	-1			skillselfdamagetrim	25	25	-1	-1			deadlystrikeenhance_r	403	403	-1	-1			deadlystrikedamageenhance_p	50	50	-1	-1																															5	60																																																															
Lôi Đình Ấn-Du Kích	Lôi Đình Ấn	1	1	16	40	10	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	<color=blue>Phẩm Bậc Lam (Cấp 11/25): Du Kích Tướng<color>		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	skilldamageptrim	27	27	-1	-1			skillselfdamagetrim	27	27	-1	-1			deadlystrikeenhance_r	432	432	-1	-1			deadlystrikedamageenhance_p	54	54	-1	-1			attackratingenhance_p	192	192	-1	-1			ignoredefenseenhance_v	576	576	-1	-1																	5	60																																																															
Lôi Đình Ấn-Du Kỵ	Lôi Đình Ấn	1	1	16	41	10	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	<color=blue>Phẩm Bậc Lam (Cấp 12/25): Du Kỵ Tướng<color>		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	skilldamageptrim	28	28	-1	-1			skillselfdamagetrim	28	28	-1	-1			deadlystrikeenhance_r	460	460	-1	-1			deadlystrikedamageenhance_p	57	57	-1	-1			attackratingenhance_p	204	204	-1	-1			ignoredefenseenhance_v	614	614	-1	-1																	5	60																																																															
Lôi Đình Ấn-Ninh Viễn	Lôi Đình Ấn	1	1	16	42	10	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	<color=blue>Phẩm Bậc Lam (Cấp 13/25): Ninh Viễn Tướng<color>		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	skilldamageptrim	30	30	-1	-1			skillselfdamagetrim	30	30	-1	-1			deadlystrikeenhance_r	489	489	-1	-1			deadlystrikedamageenhance_p	61	61	-1	-1			attackratingenhance_p	217	217	-1	-1			ignoredefenseenhance_v	652	652	-1	-1																	5	60																																																															
Lôi Đình Ấn-Định Viễn	Lôi Đình Ấn	1	1	16	43	10	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	<color=blue>Phẩm Bậc Lam (Cấp 14/25): Định Viễn Tướng<color>		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	skilldamageptrim	32	32	-1	-1			skillselfdamagetrim	32	32	-1	-1			deadlystrikeenhance_r	518	518	-1	-1			deadlystrikedamageenhance_p	64	64	-1	-1			attackratingenhance_p	230	230	-1	-1			ignoredefenseenhance_v	694	694	-1	-1																	5	60																																																															
Lôi Đình Ấn-Minh Uy	Lôi Đình Ấn	1	1	16	44	10	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	<color=blue>Phẩm Bậc Lam (Cấp 15/25): Minh Uy Tướng<color>		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	skilldamageptrim	34	34	-1	-1			skillselfdamagetrim	34	34	-1	-1			deadlystrikeenhance_r	547	547	-1	-1			deadlystrikedamageenhance_p	68	68	-1	-1			attackratingenhance_p	243	243	-1	-1			ignoredefenseenhance_v	729	729	-1	-1																	5	60																																																															
Lôi Đình Ấn-Tuyên Uy	Lôi Đình Ấn	1	1	16	45	10	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	<color=purple>Phẩm Bậc Tím (Cấp 16/25): Tuyên Uy Tướng Quân<color>		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	skilldamageptrim	36	36	-1	-1			skillselfdamagetrim	36	36	-1	-1			deadlystrikeenhance_r	576	576	-1	-1			deadlystrikedamageenhance_p	72	72	-1	-1			attackratingenhance_p	256	256	-1	-1			ignoredefenseenhance_v	768	768	-1	-1			adddefense_v	768	768	-1	-1			defencedeadlystrikedamagetrim	60	60	-1	-1			5	60																																																															
Lôi Đình Ấn-Tráng Võ	Lôi Đình Ấn	1	1	16	46	10	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	<color=purple>Phẩm Bậc Tím (Cấp 17/25): Tráng Võ Tướng Quân<color>		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	skilldamageptrim	37	37	-1	-1			skillselfdamagetrim	37	37	-1	-1			deadlystrikeenhance_r	604	604	-1	-1			deadlystrikedamageenhance_p	75	75	-1	-1			attackratingenhance_p	268	268	-1	-1			ignoredefenseenhance_v	806	806	-1	-1			adddefense_v	806	806	-1	-1			defencedeadlystrikedamagetrim	63	63	-1	-1			5	60																																																															
Lôi Đình Ấn-Trung Võ	Lôi Đình Ấn	1	1	16	47	10	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	<color=purple>Phẩm Bậc Tím (Cấp 18/25): Trung Võ Tướng Quân<color>		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	skilldamageptrim	39	39	-1	-1			skillselfdamagetrim	39	39	-1	-1			deadlystrikeenhance_r	633	633	-1	-1			deadlystrikedamageenhance_p	79	79	-1	-1			attackratingenhance_p	281	281	-1	-1			ignoredefenseenhance_v	844	844	-1	-1			adddefense_v	844	844	-1	-1			defencedeadlystrikedamagetrim	66	66	-1	-1			5	60																																																															
Lôi Đình Ấn-Quy Đức	Lôi Đình Ấn	1	1	16	48	10	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	<color=purple>Phẩm Bậc Tím (Cấp 19/25): Quy Đức Tướng Quân<color>		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	skilldamageptrim	41	41	-1	-1			skillselfdamagetrim	41	41	-1	-1			deadlystrikeenhance_r	662	662	-1	-1			deadlystrikedamageenhance_p	82	82	-1	-1			attackratingenhance_p	294	294	-1	-1			ignoredefenseenhance_v	883	883	-1	-1			adddefense_v	883	883	-1	-1			defencedeadlystrikedamagetrim	69	69	-1	-1			5	60																																																															
Lôi Đình Ấn-Vân Huy	Lôi Đình Ấn	1	1	16	49	10	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	<color=purple>Phẩm Bậc Tím (Cấp 20/25): Vân Huy Tướng Quân<color>		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	skilldamageptrim	43	43	-1	-1			skillselfdamagetrim	43	43	-1	-1			deadlystrikeenhance_r	691	691	-1	-1			deadlystrikedamageenhance_p	86	86	-1	-1			attackratingenhance_p	307	307	-1	-1			ignoredefenseenhance_v	921	921	-1	-1			adddefense_v	921	921	-1	-1			defencedeadlystrikedamagetrim	72	72	-1	-1			5	60																																																															
Lôi Đình Ấn-Hoài Hóa	Lôi Đình Ấn	1	1	16	50	10	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	<color=gold>Phẩm Bậc Cam (Cấp 21/25): Hoài Hóa Tướng Quân<color>		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	skilldamageptrim	45	45	-1	-1			skillselfdamagetrim	45	45	-1	-1			deadlystrikeenhance_r	720	720	-1	-1			deadlystrikedamageenhance_p	90	90	-1	-1			attackratingenhance_p	320	320	-1	-1			ignoredefenseenhance_v	960	960	-1	-1			adddefense_v	960	960	-1	-1			defencedeadlystrikedamagetrim	75	75	-1	-1			5	60																																																															
Lôi Đình Ấn-Quán Quân	Lôi Đình Ấn	1	1	16	51	10	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	<color=gold>Phẩm Bậc Cam (Cấp 22/25): Quán Quân Tướng Quân<color>		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	skilldamageptrim	46	46	-1	-1			skillselfdamagetrim	46	46	-1	-1			deadlystrikeenhance_r	748	748	-1	-1			deadlystrikedamageenhance_p	93	93	-1	-1			attackratingenhance_p	322	322	-1	-1			ignoredefenseenhance_v	998	998	-1	-1			adddefense_v	998	998	-1	-1			defencedeadlystrikedamagetrim	78	78	-1	-1			5	60																																																															
Lôi Đình Ấn-Trấn Quốc	Lôi Đình Ấn	1	1	16	52	10	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	<color=gold>Phẩm Bậc Cam (Cấp 23/25): Trấn Quốc Tướng Quân<color>		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	skilldamageptrim	48	48	-1	-1			skillselfdamagetrim	48	48	-1	-1			deadlystrikeenhance_r	777	777	-1	-1			deadlystrikedamageenhance_p	97	97	-1	-1			attackratingenhance_p	345	345	-1	-1			ignoredefenseenhance_v	1036	1036	-1	-1			adddefense_v	1036	1036	-1	-1			defencedeadlystrikedamagetrim	81	81	-1	-1			5	60																																																															
Lôi Đình Ấn-Phụ Quốc	Lôi Đình Ấn	1	1	16	53	10	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	<color=gold>Phẩm Bậc Cam (Cấp 24/25): Phụ Quốc Tướng Quân<color>		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	skilldamageptrim	50	50	-1	-1			skillselfdamagetrim	50	50	-1	-1			deadlystrikeenhance_r	806	806	-1	-1			deadlystrikedamageenhance_p	100	100	-1	-1			attackratingenhance_p	358	358	-1	-1			ignoredefenseenhance_v	1075	1075	-1	-1			adddefense_v	1075	1075	-1	-1			defencedeadlystrikedamagetrim	84	84	-1	-1			5	60																																																															
Lôi Đình Ấn-Phiêu Kỵ	Lôi Đình Ấn	1	1	16	54	10	\image\item\equip\yinjian\wuxingyin2_s.spr	\image\item\equip\yinjian\wuxingyin2.spr	18	<color=gold>Phẩm Bậc Cam (Cấp 25/25): Phiêu Kỵ Tướng Quân<color>		0	1	50000			1	0	signet			seriesenhance	1	1	-1	-1	0	0	seriesabate	1	1	-1	-1	0	0	skilldamageptrim	52	52	-1	-1			skillselfdamagetrim	52	52	-1	-1			deadlystrikeenhance_r	835	835	-1	-1			deadlystrikedamageenhance_p	104	104	-1	-1			attackratingenhance_p	371	371	-1	-1			ignoredefenseenhance_v	1113	1113	-1	-1			adddefense_v	1113	1113	-1	-1			defencedeadlystrikedamagetrim	87	87	-1	-1			5	60																																																															
