ClassParamID	Desc	Probability	Name	BindMoney	Money	Coin	Genre	DetailType	ParticularType	Level	Series	EnhTimes	Amount	Exp	BaseExp	MKP	GTP	Bind	TimeLimit	Announce	FriendMsg
35	Rương lan hoa	5900	cửu chuyển kéo dài tánh mạng hoàn 				18	1	24	1			3					1	43200		
36	Rương hồ điệp	3700	tinh khí tán （quay về 500）				18	1	89	1			3					1	43200		
36	Rương hồ điệp	1300	tinh khí tán （quay về 1000）				18	1	89	2			3					1	43200		
36	Rương hồ điệp	3700	không khí sôi động tán （quay về 500）				18	1	90	1			3					1	43200		
36	Rương hồ điệp	1300	không khí sôi động tán （quay về 1000）				18	1	90	2			3					1	43200		
37	Rương cự viên	400	ưu đãi khoán ：3chiết mua 1một Huyền Tinh thường (cấp 7)				18	1	394	1								1	43200		
37	Rương cự viên	80	ưu đãi khoán ：3chiết mua 1một Huyền Tinh vô hạ (cấp 9)				18	1	395	1								1	43200		
37	Rương cự viên	1900	ưu đãi khoán ：3chiết mua 10một rõ ràng câu hoàn 				18	1	392	1								1	43200		
37	Rương cự viên	5900	cường hiệu bạch câu hoàn 				18	1	71	3								1	43200		
37	Rương cự viên	1720	giang hồ uy vọng lệnh bài 				18	1	236	1								1	43200		
38	Rương tử đàn	3690	tinh khí tán （quay về 1000）				18	1	89	2			3					1	43200		
38	Rương tử đàn	1300	tinh khí tán （quay về 1500）				18	1	89	3			3					1	43200		
38	Rương tử đàn	3690	không khí sôi động tán （quay về 1000）				18	1	90	2			3					1	43200		
38	Rương tử đàn	1300	không khí sôi động tán （quay về 1500）				18	1	90	3			3					1	43200		
38	Rương tử đàn	20	hoàng kim phúc túi ·rương （50một ）				18	1	303	1								1	43200		
39	Rương hồng mộc	170	đặc hiệu bạch câu hoàn 				18	1	71	4								1	43200		
39	Rương hồng mộc	1200	Thiên Sơn ngọc lộ 				19	4	1	5								1	43200		
39	Rương hồng mộc	2140	Càn Khôn phù 				18	1	85	1								1	43200		
39	Rương hồng mộc	4340	Huyền Tinh cấp 5）				18	1	1	5								1	43200		
39	Rương hồng mộc	1130	Huyền Tinh có vết nứt (cấp 6)				18	1	1	6								1	43200		
39	Rương hồng mộc	40	Huyền Tinh thường (cấp 7)				18	1	1	7								1	43200		
39	Rương hồng mộc	880	hồn thạch rương 100một 				18	1	244	1								1	43200		
39	Rương hồng mộc	100	Vạn Hoa Cốc địa đồ 				18	1	245	1								1	43200		
40	Rương hương chương	2270	Ma Đao Thạch (5cấp)				18	1	66	5			5					1	43200		
40	Rương hương chương	2410	Hộ Giáp Phiến (5cấp)				18	1	67	5			5					1	43200		
40	Rương hương chương	2570	Ngũ Hành Thạch (5cấp)				18	1	68	5			5					1	43200		
40	Rương hương chương	770	Ma Đao Thạch (8cấp)				18	1	66	8			2					1	43200		
40	Rương hương chương	910	Hộ Giáp Phiến (8cấp)				18	1	67	8			2					1	43200		
40	Rương hương chương	1060	Ngũ Hành Thạch (8cấp)				18	1	68	8			2					1	43200		
40	Rương hương chương	10	ưu đãi khoán ：3chiết mua 1một Huyền Tinh vô hạ (cấp 9)				18	1	395	1								1	43200		
41	Rương Tiêu Dao (bạc)	8400	Huyền Tinh thường (cấp 7)				18	1	114	7	0							1	43200		
41	Rương Tiêu Dao (bạc)	1500	Huyền Tinh có tì vết (cấp 8)				18	1	114	8	0							1	43200		
41	Rương Tiêu Dao (bạc)	100	Huyền Tinh vô hạ (cấp 9)				18	1	114	9	0							1	43200	1	
42	Rương Tiêu Dao (vàng)	8400	Huyền Tinh có tì vết (cấp 8)				18	1	114	8	0							1	43200		
42	Rương Tiêu Dao (vàng)	1500	Huyền Tinh vô hạ (cấp 9)				18	1	114	9	0							1	43200	1	
42	Rương Tiêu Dao (vàng)	100	Huyền Tinh hoàn mỹ (cấp 10)				18	1	114	10	0							1	43200	1	
43	dân tộc đại đoàn viên tạp 	5600	Huyền Tinh cấp 5				18	1	114	5	0							1	43200		
43	dân tộc đại đoàn viên tạp 	1000	Huyền Tinh có vết nứt (cấp 6)				18	1	114	6	0							1	43200		
43	dân tộc đại đoàn viên tạp 	300	Huyền Tinh thường (cấp 7)				18	1	114	7	0							1	43200		
43	dân tộc đại đoàn viên tạp 	100	Huyền Tinh có tì vết (cấp 8)				18	1	114	8	0							1	43200	1	
43	dân tộc đại đoàn viên tạp 	2900	nguyệt mãn tây lâu 				18	1	463	1									43200		
43	dân tộc đại đoàn viên tạp 	50	áng mây truy nguyệt 				18	1	464	1									43200	1	
43	dân tộc đại đoàn viên tạp 	50	biển cả nguyệt minh 				18	1	465	1									43200	1	
44	dân tộc đại đoàn viên may mắn tạp phiến 	194	bạch câu hoàn 				18	1	71	1									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	rõ ràng câu hoàn 				18	1	71	2									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	cường hiệu bạch câu hoàn 				18	1	71	3									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	10	vàng thỏi (đại)				18	1	118	2									43200	1	
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	miếng nhỏ huyền tinh mảnh nhỏ （1cấp huyền tinh ）				18	1	1	1	0								43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	miếng nhỏ huyền tinh mảnh vụn （3cấp huyền tinh ）				18	1	1	3	0								43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	vị điêu khắc huyền tinh （Huyền Tinh cấp 5）				18	1	1	5	0								43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	50	thông thường huyền tinh （Huyền Tinh thường (cấp 7)）				18	1	1	7	0								43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	150	vàng thỏi 				18	1	118	1									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	rượu rương （5bình ）				18	1	189	1									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	rượu rương （50bình ）				18	1	189	2									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	vô hạn truyền tống phù （1chu ）				18	1	195	1									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	vô hạn truyền tống phù （1nguyệt ）				18	1	235	1									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	vô hạn trở về thành phù （1chu ）				18	1	23	1									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	vô hạn trở về thành phù （1nguyệt ）				18	1	234	1									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	Càn Khôn phù （10thứ ）				18	1	85	1									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	gia tộc triệu hoán lệnh bài 				18	1	87	1									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	bày sạp hứa khả chứng 				18	1	116	1									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	cửu chuyển kéo dài tánh mạng hoàn 				18	1	24	1									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	Hình bộ lệnh bài 				18	1	17	1									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	chỗ trống lòng của đắc thư （sơ cấp ）				20	1	463	1									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	chỗ trống lòng của đắc thư （trung cấp ）				20	1	464	1									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	chỗ trống lòng của đắc thư （cao cấp ）				20	1	465	1									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	10	Kim tê （4cấp ）				18	1	2	4									43200	1	
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	Kim tê （3cấp ）				18	1	2	3									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	Tẩy Tủy Đảo lệnh bài 				18	1	79	1									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	mã bài （Đại Uyển ）				1	12	15	2									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	mã bài （ô chuy ）				1	12	16	2									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	tinh khí tán （quay về 500）				18	1	89	1									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	tinh khí tán （quay về 1000）				18	1	89	2									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	tinh khí tán （quay về 1500）				18	1	89	3									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	không khí sôi động tán （quay về 500）				18	1	90	1									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	không khí sôi động tán （quay về 1000）				18	1	90	2									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	không khí sôi động tán （quay về 1500）				18	1	90	3									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	Thiên Nhãn phù 				18	1	206	1									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	100	sơ cấp cầu phúc lệnh bài 				18	1	212	1									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	10	trung cấp cầu phúc lệnh bài 				18	1	212	2									43200	1	
44	dân tộc đại đoàn viên may mắn tạp phiến 	5	không rảnh đích huyền tinh （Huyền Tinh vô hạ (cấp 9)）				18	1	1	9	0								43200	1	
44	dân tộc đại đoàn viên may mắn tạp phiến 	100	đặc hiệu bạch câu hoàn 				18	1	71	4									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	100	thần bí dây cương 				18	1	237	1									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	50	võ lâm bí tịch （trung cấp ）				18	1	191	2									43200	1	
44	dân tộc đại đoàn viên may mắn tạp phiến 	50	Tẩy tủy kinh （trung cấp ）				18	1	192	2									43200	1	
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	Nghĩa Quân lệnh bài 				18	1	84	1									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	Môn phái thi đấu thể thao cao cấp lệnh bài 				18	1	81	3									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	Bạch Hổ Đường cao cấp lệnh bài 				18	1	111	3									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	gia tộc lệnh bài （cao cấp ）				18	1	110	3									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	chiến trường lệnh bài （Dương Châu ）				18	1	112	1									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	chiến trường lệnh bài （Phượng Tường ）				18	1	112	2									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	10	cao cấp câu hồn ngọc 				18	1	146	3									43200	1	
44	dân tộc đại đoàn viên may mắn tạp phiến 	150	giang hồ uy vọng lệnh bài 				18	1	236	1									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	180	hồn thạch rương （100một ）				18	1	244	1									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	10	hồn thạch rương （1000một ）				18	1	244	2									43200	1	
44	dân tộc đại đoàn viên may mắn tạp phiến 	100	bí cảnh địa đồ 				18	1	251	1									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	1	cao cấp cầu phúc lệnh bài 				18	1	212	3									43200	1	
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	bang hội nén bạc （tiểu ）				18	1	284	1									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	10	bang hội nén bạc （đại ）				18	1	284	2									43200	1	
44	dân tộc đại đoàn viên may mắn tạp phiến 	10	bang hội tiền thưởng lệnh bài 				18	1	340	1									43200	1	
44	dân tộc đại đoàn viên may mắn tạp phiến 	10	Dạ Minh Châu ·rương 				18	1	382	1									43200	1	
44	dân tộc đại đoàn viên may mắn tạp phiến 	10	vạn vật quy nguyên đan 				18	1	384	1									43200	1	
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	cỏ linh chi kéo dài tánh mạng hoàn ·rương 				18	1	241	1									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	tuyết tố phản khí hoàn ·rương 				18	1	242	1									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	dao trì đại hoàn đan ·rương 				18	1	243	1									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	Nghĩa Quân tiếp tế tiếp viện túi 				18	1	341	1									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	50	võ lâm liên kết hắc thiết lệnh bài 				18	1	215	1									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	10	võ lâm liên kết hoàng kim lệnh bài 				18	1	215	4									43200	1	
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	Bách Bộ Xuyên Dương cung 				18	1	263	1									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	200	tần lăng ·mạc Kim phù 				18	1	366	1									43200		
44	dân tộc đại đoàn viên may mắn tạp phiến 	10	bát bảo tống 				18	1	326	2									43200	1	
44	dân tộc đại đoàn viên may mắn tạp phiến 	10	thập cẩm bách quả tông 				18	1	326	3									43200	1	
45	Rương vàng gia tộc	1450	Huyền Tinh có vết nứt (cấp 6)				18	1	114	6	0								43200		
45	Rương vàng gia tộc	6000	Huyền Tinh thường (cấp 7)				18	1	114	7	0								43200		
45	Rương vàng gia tộc	500	Huyền Tinh có tì vết (cấp 8)				18	1	114	8	0								43200		
45	Rương vàng gia tộc	50	Huyền Tinh vô hạ (cấp 9)				18	1	114	9	0								43200	1	
45	Rương vàng gia tộc	2000	ngọc Như Ý 				18	1	475	1											
46	Rương bạc gia tộc	6380	Huyền Tinh có vết nứt (cấp 6)				18	1	114	6	0								43200		
46	Rương bạc gia tộc	3000	Huyền Tinh thường (cấp 7)				18	1	114	7	0								43200		
46	Rương bạc gia tộc	200	Huyền Tinh có tì vết (cấp 8)				18	1	114	8	0								43200		
46	Rương bạc gia tộc	20	Huyền Tinh vô hạ (cấp 9)				18	1	114	9	0								43200	1	
46	Rương bạc gia tộc	400	ngọc Như Ý 				18	1	475	1											
47	Rương đồng gia tộc	5690	Huyền Tinh cấp 5đích ）				18	1	114	5	0								43200		
47	Rương đồng gia tộc	3000	Huyền Tinh có vết nứt (cấp 6)				18	1	114	6	0								43200		
47	Rương đồng gia tộc	1000	Huyền Tinh thường (cấp 7)				18	1	114	7	0								43200		
47	Rương đồng gia tộc	100	Huyền Tinh có tì vết (cấp 8)				18	1	114	8	0								43200		
47	Rương đồng gia tộc	10	Huyền Tinh vô hạ (cấp 9)				18	1	114	9	0								43200	1	
47	Rương đồng gia tộc	200	ngọc Như Ý 				18	1	475	1											
48	Rương vinh dự Võ Lâm	2000	đại hội võ lâm Anh Hùng lệnh bài 				18	1	487	1											
48	Rương vinh dự Võ Lâm	6900	Huyền Tinh có tì vết (cấp 8)				18	1	114	8	0								43200		
48	Rương vinh dự Võ Lâm	1000	Huyền Tinh vô hạ (cấp 9)				18	1	114	9	0								43200		
48	Rương vinh dự Võ Lâm	100	10cấp huyền tinh 				18	1	114	10	0								43200	1	
49	Bộ bản đồ Bí Cảnh		rượu rương （50bình ）				18	1	189	2									43200		
49	Bộ bản đồ Bí Cảnh		tu luyện đan 				18	1	258	1									43200		
49	Bộ bản đồ Bí Cảnh		bí cảnh địa đồ 				18	1	251	1									43200		
50	Bộ bản đồ Bí Cảnh（Lớn）		rượu rương （50bình ）				18	1	189	2			2						43200		
50	Bộ bản đồ Bí Cảnh（Lớn）		tu luyện đan 				18	1	258	1			3						43200		
50	Bộ bản đồ Bí Cảnh（Lớn）		bí cảnh địa đồ 				18	1	251	1									43200		
51	Bộ bản đồ Bí Cảnh（Lớn）		rượu rương （50bình ）				18	1	189	2			2					1	43200		
51	Bộ bản đồ Bí Cảnh（Lớn）		tu luyện đan 				18	1	258	1			3					1	43200		
51	Bộ bản đồ Bí Cảnh（Lớn）		bí cảnh địa đồ 				18	1	251	1								1	43200		
54	Túi Liên Đấu	6889	Huyền Tinh cấp 5				18	1	1	5	0	0						1			
54	Túi Liên Đấu	3000	Huyền Tinh có vết nứt (cấp 6)				18	1	1	6	0	0						1			
54	Túi Liên Đấu	100	Huyền Tinh thường (cấp 7)				18	1	1	7	0	0						1		1	
